arm,step,ratio,lambda_task,lambda_next,lambda_goal,EMA_A,EMA_B,cap_hit,FM_gradient,task_gradient,weighted_task_gradient,cosine,total_gradient,update_norm
B0-fixed,300,0.30957402876638224,1.1338064670562744,1.1338064670562744,3.0954521432968907,1.6833099525933153,0.5438009940610689,False,1.5963659286499023,0.43587106466293335,0.4941934319175374,0.09416287392377853,1.7149879932403564,0.014237496070563793
B0-fixed,320,0.8760478035329399,1.1338064670562744,1.1338064670562744,2.855366705274109,1.6123922528414147,0.5646883287751402,False,0.9741329550743103,0.7526743412017822,0.8533870356419015,-0.06081976369023323,1.2554218769073486,0.014942069537937641
B0-fixed,340,0.4428841207402373,1.1338064670562744,1.1338064670562744,2.817068797406223,1.6450245495070412,0.5839490150264256,False,1.9387152194976807,0.7572951912879944,0.8586261853529464,0.05121226608753204,2.16017484664917,0.014945355243980885
B0-fixed,360,0.4561905499380579,1.1338064670562744,1.1338064670562744,2.7821081281824593,1.6344189747061784,0.5874750007556098,False,1.538968801498413,0.6192088723182678,0.702063023893075,-0.10182008147239685,1.6252058744430542,0.01443292573094368
B0-fixed,380,0.45785807040300186,1.1338064670562744,1.1338064670562744,2.7591509445092846,1.5772549722093154,0.5716450473099545,False,1.0627789497375488,0.429175466299057,0.486601919191763,0.1468716412782669,1.23214852809906,0.016140881925821304
B0-fixed,400,0.47247148042094306,1.1338064670562744,1.1338064670562744,2.7272270518177697,1.539879919305248,0.564632093348765,False,1.2035044431686401,0.5015155076980591,0.5686215259570702,0.05530466139316559,1.359208583831787,0.01620381325483322
B0-fixed,420,0.5621379509097488,1.1338064670562744,1.1338064670562744,2.6396284566511437,1.5300836335552956,0.5796587128388855,False,1.441917061805725,0.7148982882499695,0.810556302505276,0.003972582519054413,1.6569284200668335,0.014901431277394295
B0-fixed,440,1.010041558197151,1.1338064670562744,1.1338064670562744,2.4551030004148626,1.4581678841352368,0.5939334862483716,False,0.8109261393547058,0.7224064469337463,0.8190691013766269,0.005430900491774082,1.1557204723358154,0.01353491097688675
B0-fixed,460,0.45081758985465875,1.1338064670562744,1.1338064670562744,2.462167578593326,1.492113947913638,0.606016406391845,False,1.7976285219192505,0.7147626876831055,0.8104025577056291,0.14533476531505585,2.0764551162719727,0.015561896376311779
B0-fixed,480,0.4743960525078734,1.1338064670562744,1.1338064670562744,2.453593497147814,1.5186537266185205,0.6189508279932611,False,1.7575117349624634,0.7353606224060059,0.8337566293024565,0.08262915164232254,2.006528377532959,0.013826776295900345
B0-fixed,500,0.19309172619078485,1.1338064670562744,1.1338064670562744,2.722482643894963,1.6460577154526401,0.6046164221262699,False,2.792693614959717,0.475606769323349,0.5392460308345548,0.1369158774614334,2.9158706665039062,0.01374717429280281
B0-fixed,520,0.23656810886430152,1.1338064670562744,1.1338064670562744,2.893597936806369,1.7164365563722808,0.5931841927792816,False,2.349846124649048,0.49029412865638733,0.555898653830333,-0.06706718355417252,2.3781473636627197,0.014897938817739487
B0-fixed,540,0.6489914742149095,1.1338064670562744,1.1338064670562744,2.7441688430241853,1.6845618826686464,0.6138696191930344,False,1.3976898193359375,0.8000384569168091,0.9070887763460007,0.03728270158171654,1.6943678855895996,0.015634829178452492
B0-fixed,560,0.40645627227105674,1.1338064670562744,1.1338064670562744,2.749067327832921,1.70285560571007,0.6194303022226904,False,1.8674991130828857,0.6694764494895935,0.7590567279731744,0.1276681125164032,2.103727340698242,0.015617617405951023
B0-fixed,580,0.5569258322378277,1.1338064670562744,1.1338064670562744,2.6817502675706937,1.6508532096402533,0.6155879723788393,False,1.1828316450119019,0.5810070037841797,0.6587494982954922,0.11347675323486328,1.4177027940750122,0.013889327645301819
B0-fixed,600,0.3005108644544411,1.1338064670562744,1.1338064670562744,2.7865504381318638,1.7078580376020092,0.6128932798887277,False,2.2209014892578125,0.5886410474777222,0.6674050264050209,0.09888039529323578,2.381378173828125,0.014328431338071823
B0-fixed,620,0.29584698730367925,1.1338064670562744,1.1338064670562744,2.86161264033217,1.7005251213769035,0.5942541269944593,False,1.6345288753509521,0.4265017509460449,0.48357044343345024,0.15047970414161682,1.772965431213379,0.016294751316308975
B0-fixed,640,0.4752137420252674,1.1338064670562744,1.1338064670562744,2.8110929951383135,1.6820819465690775,0.5983729280668335,False,1.516093373298645,0.6354421377182007,0.7204684051849597,0.10979664325714111,1.7485638856887817,0.013077330775558949
B0-fixed,660,1.6196460243882922,1.1338064670562744,1.1338064670562744,2.147177815311366,1.6868291099405817,0.7856028960023376,False,1.7295535802841187,2.470672607421875,2.8012645802737097,-0.07540980726480484,3.1792654991149902,0.017827915027737617
B0-fixed,680,0.632176884032799,1.1338064670562744,1.1338064670562744,2.106792326823472,1.6816076695504663,0.7981838779932903,False,1.6346147060394287,0.9114127159118652,1.0333656314581958,-0.05864598974585533,1.8819365501403809,0.01289917528629303
B0-fixed,700,0.36367549408733835,1.1338064670562744,1.1338064670562744,2.171994564338738,1.6678685062750764,0.7678971824604255,False,1.5442160367965698,0.49531692266464233,0.561593530159584,-0.10718166828155518,1.5855880975723267,0.014344114810228348
B0-fixed,720,0.47345855819204946,1.1338064670562744,1.1338064670562744,2.18803213018235,1.6294920903704693,0.7447295073471649,False,1.284104347229004,0.5362204313278198,0.607970192807187,0.038406550884246826,1.4417072534561157,0.012511207722127438
B0-fixed,740,0.33087579647380494,1.1338064670562744,1.1338064670562744,2.2632606758233678,1.6150544460650202,0.7135963008226917,False,1.485115647315979,0.43339744210243225,0.49138882266138495,-0.054527148604393005,1.5386508703231812,0.01316126435995102
B0-fixed,760,0.8753096199072404,1.1338064670562744,1.1338064670562744,2.1297729344208127,1.5866287925275488,0.7449755637724964,False,1.3307979106903076,1.0273889303207397,1.1648602133796828,0.09635136276483536,1.851120948791504,0.015253127552568913
B0-fixed,780,0.5492622648351232,1.1338064670562744,1.1338064670562744,2.1229939875358967,1.5876393418102555,0.7478303523850234,False,1.5967342853546143,0.7735234498977661,0.8770258899137673,0.038161057978868484,1.850841760635376,0.016900908201932907
B0-fixed,800,0.8321478445698821,1.1338064670562744,1.1338064670562744,2.0254437046629112,1.5638151497175479,0.772085220693808,False,1.3493974208831787,0.9903790354728699,1.1228981552560953,-0.061877235770225525,1.70125150680542,0.014271625317633152
B0-fixed,820,0.9029218645098537,1.1338064670562744,1.1338064670562744,1.9453352089270843,1.5087922987815903,0.7755950192325662,False,1.0135866403579712,0.8071832060813904,0.9151895391542979,0.06248558312654495,1.4074288606643677,0.015570128336548805
B0-fixed,840,0.7299803974588883,1.1338064670562744,1.1338064670562744,1.9013256926280395,1.4949751535782665,0.7862804144364611,False,1.370620846748352,0.8824489712715149,1.0005263504748,0.008262951858341694,1.7036190032958984,0.01472488883882761
B0-fixed,860,0.5702788398668912,1.1338064670562744,1.1338064670562744,1.9075120424308303,1.4533982372042045,0.7619339772828235,False,1.0792059898376465,0.5428160429000854,0.615448339862013,0.07017254829406738,1.279327392578125,0.012890387326478958
B0-fixed,880,0.7156971848278898,1.1338064670562744,1.1338064670562744,1.875434221258422,1.4277131285449718,0.7612707032651734,False,1.1965471506118774,0.7553012371063232,0.8563654272067538,0.059442728757858276,1.5122522115707397,0.014715871773660183
B0-fixed,900,0.9048536875665788,1.1338064670562744,1.1338064670562744,1.8072767255571738,1.3905142777723838,0.7693975461027949,False,1.0557246208190918,0.8425391316413879,0.9552763162029834,-0.09810161590576172,1.352491855621338,0.013013312593102455
B0-fixed,920,2.0432307908752203,1.1338064670562744,1.1338064670562744,1.5862310804649062,1.333820191046247,0.8408738218994672,False,0.8235734105110168,1.484160304069519,1.6827505509022274,-0.0572689063847065,1.830625057220459,0.018919436261057854
B0-fixed,940,0.4515305263738806,1.1338064670562744,1.1338064670562744,1.6537593912976285,1.3501283708399379,0.8163995185421469,False,1.4969019889831543,0.5961307883262634,0.6758969430156725,-0.08550697565078735,1.588876485824585,0.01476217433810234
B0-fixed,960,0.7036803573075971,1.1338064670562744,1.1338064670562744,1.6503217294658121,1.319283173965142,0.7994096850389149,False,1.04167640209198,0.6465011835098267,0.7330072228229767,0.11925330758094788,1.3433177471160889,0.015657544136047363
B0-fixed,980,0.4838327704711035,1.1338064670562744,1.1338064670562744,1.6895265934582702,1.2884456930935912,0.7626075245470321,False,1.0109083652496338,0.43138808012008667,0.4891105950511445,0.1565072238445282,1.1899300813674927,0.013433689251542091
B0-fixed,1000,0.5765367435868798,1.1338064670562744,1.1338064670562744,1.7111230534660435,1.273709602807212,0.7443705467161997,False,1.1410847902297974,0.5802377462387085,0.6578773091156052,0.022190246731042862,1.3297343254089355,0.01356567908078432
B0-fixed,1020,0.649914547569887,1.1338064670562744,1.1338064670562744,1.7143283983192201,1.2703081616648269,0.740994644264352,False,1.2396951913833618,0.7106115221977234,0.8056959394324821,-0.04576411843299866,1.4472630023956299,0.016556618735194206
B0-fixed,1040,0.6251407768764309,1.1338064670562744,1.1338064670562744,1.7238443739177796,1.2713966472943037,0.7375356305539355,False,1.2811930179595947,0.7064045071601868,0.8009259985759201,-0.06346119940280914,1.4672075510025024,0.013466517440974712
B0-fixed,1060,0.5249637810124543,1.1338064670562744,1.1338064670562744,1.758037130603117,1.266274068117089,0.7202772035211097,False,1.2201708555221558,0.5649513602256775,0.640545505796112,-0.16034942865371704,1.2839257717132568,0.015925386920571327
B0-fixed,1080,0.6013596526446323,1.1338064670562744,1.1338064670562744,1.768060934107243,1.2440509677171234,0.7036244869836961,False,1.0440430641174316,0.5537500381469727,0.6278453743836963,0.004036582075059414,1.2204538583755493,0.014828382059931755
B0-fixed,1100,0.3537823308969438,1.1338064670562744,1.1338064670562744,1.8795406538122688,1.290362859985786,0.6865309656210656,False,1.7071698904037476,0.5326892733573914,0.6039665430641179,0.05476292595267296,1.841774582862854,0.014544855803251266
B0-fixed,1120,1.083554205475161,1.1338064670562744,1.1338064670562744,1.7797644994903021,1.249286394019327,0.7019391578925773,False,0.8795982003211975,0.8406128883361816,0.9530923290864166,0.03098805993795395,1.316827416419983,0.01351082418113947
B0-fixed,1140,0.7919897260968841,1.1338064670562744,1.1338064670562744,1.7439597119603705,1.2280238813454523,0.7041584005200676,False,1.0366612672805786,0.7241315841674805,0.8210250731287942,-0.09245259314775467,1.2614957094192505,0.01377700176090002
B0-fixed,1160,0.45748703457927836,1.1338064670562744,1.1338064670562744,1.7988430021415445,1.2320825528765869,0.684930564484937,False,1.2686105966567993,0.5118800401687622,0.5803728999003681,0.04161115735769272,1.4168555736541748,0.0171489454805851
B0-fixed,1180,1.212112796450348,1.1338064670562744,1.1338064670562744,1.6483180494900787,1.2306195144353944,0.7465910567539421,False,1.2174521684646606,1.3015354871749878,1.4756893524622399,0.06099441647529602,1.9695205688476562,0.015506609342992306
B0-fixed,1200,0.4462547373383787,1.1338064670562744,1.1338064670562744,1.7328320809980762,1.2861492912023043,0.7422238457528489,False,1.7859172821044922,0.7029189467430115,0.7969740476336113,0.1772720068693161,2.0806970596313477,0.015191109851002693
B0-fixed,1220,0.8583850485858705,1.1338064670562744,1.1338064670562744,1.6931428734234182,1.2516005528016785,0.7392173291737799,False,0.9406619071960449,0.7121586799621582,0.8074501169113546,0.0004728841595351696,1.2399753332138062,0.014302830211818218
B0-fixed,1240,0.8922513419318066,1.1338064670562744,1.1338064670562744,1.64113498627441,1.2451412283221395,0.7587073816205528,False,1.1870073080062866,0.93411785364151,1.0591088634514705,0.04297516494989395,1.6244233846664429,0.01388063095510006
B0-fixed,1260,0.3837729070321544,1.1338064670562744,1.1338064670562744,1.719895857076409,1.249336600557522,0.7264024710666062,False,1.2870949506759644,0.4356582760810852,0.49395217084732224,0.16433487832546234,1.4524317979812622,0.01371853519231081
B0-fixed,1280,0.6563031502849331,1.1338064670562744,1.1338064670562744,1.7207486668374916,1.2657036783595883,0.7355540659437407,False,1.413007378578186,0.8179184198379517,0.9273611939367186,0.3916923999786377,1.9705610275268555,0.01517858449369669
B0-fixed,1300,0.3660395316773314,1.1338064670562744,1.1338064670562744,1.823097965196113,1.303815782275796,0.7151649594077315,False,1.6468247175216675,0.5316630005836487,0.6028029483562847,0.02805921994149685,1.769494891166687,0.014299903996288776
B0-fixed,1320,0.2058665984911058,1.1338064670562744,1.1338064670562744,2.008379350071863,1.361139685100615,0.6777303725274366,False,1.8770548105239868,0.3408190906047821,0.3864228890239403,-0.0010526645928621292,1.916019320487976,0.013343685306608677
B0-fixed,1340,0.46668599043585196,1.1338064670562744,1.1338064670562744,2.047567048088431,1.37707825021711,0.6725436666421857,False,1.520525336265564,0.6258633136749268,0.7096078725379016,0.11719126999378204,1.7516947984695435,0.014121312648057938
B0-fixed,1360,0.681996613489503,1.1338064670562744,1.1338064670562744,2.001178795463355,1.3771914438912303,0.6881901042592018,False,1.378210186958313,0.8290080428123474,0.9399346801823043,0.24095679819583893,1.8458669185638428,0.013099253177642822
B0-fixed,1380,0.5162981513317091,1.1338064670562744,1.1338064670562744,2.020082679224591,1.3856080707766738,0.6859165147183677,False,1.4613577127456665,0.6654542088508606,0.7544962855249224,0.22450652718544006,1.788828730583191,0.014938334003090858
B0-fixed,1400,0.4714866364169262,1.1338064670562744,1.1338064670562744,2.046012344481703,1.354348785000276,0.6619455589567131,False,1.0730152130126953,0.4462069571018219,0.5059123336075473,-0.019236652180552483,1.1774647235870361,0.01232155505567789
B0-fixed,1420,0.7386433980930305,1.1338064670562744,1.1338064670562744,1.981171339476479,1.3518069562171977,0.6823271310670234,False,1.3289304971694946,0.8657612800598145,0.981605738258736,0.004801067989319563,1.6559385061264038,0.013464091345667839
B0-fixed,1440,1.121706929076019,1.1338064670562744,1.1338064670562744,1.8420155790899757,1.3205405453015937,0.7168997701713196,False,1.0391428470611572,1.0280535221099854,1.165613731848282,-0.02002848871052265,1.5459476709365845,0.015022927895188332
B0-fixed,1460,0.3740107769256057,1.1338064670562744,1.1338064670562744,1.9256495943996914,1.3364143233748889,0.6940070131458715,False,1.479278326034546,0.4879721999168396,0.55326603600939,0.1352374255657196,1.647948145866394,0.013861028477549553
B0-fixed,1480,0.9582517775582635,1.1338064670562744,1.1338064670562744,1.8243093122598162,1.3195930476116493,0.7233384375904092,False,1.1682015657424927,0.9873212575912476,1.1194312269190902,0.044191647320985794,1.6533002853393555,0.013219288550317287
B0-fixed,1500,0.3682053816809726,1.1338064670562744,1.1338064670562744,1.905822772779404,1.326883973639669,0.6962263189376076,False,1.3925023078918457,0.4522172510623932,0.5127268437689523,0.08432915806770325,1.5239319801330566,0.013761578127741814
B0-fixed,1520,0.49936075044637374,1.1338064670562744,1.1338064670562744,1.9391885990926212,1.337467892731543,0.6897049071747672,False,1.4327231645584106,0.6310122013092041,0.7154457146357913,0.0907987430691719,1.6585241556167603,0.014838077127933502
B0-fixed,1540,0.2213026379387506,1.1338064670562744,1.1338064670562744,2.1069287232574228,1.380571481971725,0.6552530547105024,False,1.7685037851333618,0.34518638253211975,0.39137455285467837,0.11310184746980667,1.8540078401565552,0.014295151457190514
B0-fixed,1560,0.994969724741075,1.1338064670562744,1.1338064670562744,1.9114007761612244,1.4127496815223552,0.7391174572815971,False,1.7023534774780273,1.4938970804214478,1.6937901708983247,0.07041396200656891,2.4845521450042725,0.013151313178241253
B0-fixed,1580,0.3847937062825966,1.1338064670562744,1.1338064670562744,2.008843440516398,1.4751592579334132,0.73433261556421,False,2.0368454456329346,0.691269040107727,0.7837653081499241,-0.04896753281354904,2.1463184356689453,0.014711608178913593
B0-fixed,1600,0.6400381414128664,1.1338064670562744,1.1338064670562744,1.9881215389751716,1.439620706693752,0.7241110155850138,False,1.1197737455368042,0.6321166157722473,0.7166979068963002,-0.07377750426530838,1.2841848134994507,0.014724377542734146
B0-fixed,1620,0.5782459688927931,1.1338064670562744,1.1338064670562744,1.9855964432408633,1.425618922641656,0.7179801955702441,False,1.2996028661727905,0.6628028154373169,0.7514901185259362,-0.006886836141347885,1.496747374534607,0.013296344317495823
B0-fixed,1640,0.4532623374070328,1.1338064670562744,1.1338064670562744,2.024529474418872,1.4150132142878602,0.6989343608810785,False,1.3195618391036987,0.5275218486785889,0.5981076835452654,0.09626111388206482,1.500307559967041,0.01435889769345522
B0-fixed,1660,0.23930793854141316,1.1338064670562744,1.1338064670562744,2.1773470127416847,1.4513839307466474,0.6665836553628102,False,1.7787203788757324,0.3754273056983948,0.4256619071103529,0.21507930755615234,1.9159126281738281,0.01307613868266344
B0-fixed,1680,0.4905974956660367,1.1338064670562744,1.1338064670562744,2.190027005738771,1.451483627233445,0.6627697391082217,False,1.452380895614624,0.628444492816925,0.71253443014173,-0.16818630695343018,1.5063246488571167,0.017317384481430054
B0-fixed,1700,1.0795505517606256,1.1338064670562744,1.1338064670562744,2.0121272385813533,1.4222024381818228,0.7068153598400387,False,1.1586717367172241,1.1032259464263916,1.2508447126825217,0.025965506210923195,1.7269619703292847,0.014503327198326588
B0-fixed,1720,0.6354537646131061,1.1338064670562744,1.1338064670562744,1.9827810405654873,1.4477545112963186,0.7301635842167526,False,1.6777231693267822,0.9402976036071777,1.0661155039273353,-0.17845678329467773,1.820155382156372,0.01464079786092043
B0-fixed,1740,0.41372842748342786,1.1338064670562744,1.1338064670562744,2.050971890642983,1.4810877761777341,0.7221394807675353,False,1.7810871601104736,0.6499225497245789,0.7368863899634306,0.07549617439508438,1.9782427549362183,0.014253703877329826
B0-fixed,1760,0.5961127647459975,1.1338064670562744,1.1338064670562744,2.03280028355293,1.5047139514865964,0.7402173069637005,False,1.7173495292663574,0.902917742729187,1.0237339759262056,0.026139287278056145,2.0221848487854004,0.01390993595123291
B0-fixed,1780,0.7798234376517086,1.1338064670562744,1.1338064670562744,1.9714260268654336,1.4691164186044774,0.7452049423027918,False,1.1487386226654053,0.7900936603546143,0.8958133016902252,0.10522995889186859,1.529266595840454,0.014090810902416706
B0-fixed,1800,0.4296273459504353,1.1338064670562744,1.1338064670562744,2.0355753912740804,1.510353489855907,0.7419786544533566,False,1.8814871311187744,0.7129420638084412,0.8083383225824576,0.0766087993979454,2.1039083003997803,0.014647145755589008
B0-fixed,1820,0.2536913080414084,1.1338064670562744,1.1338064670562744,2.212300373843752,1.5930112637340859,0.7200700603626963,False,2.3369312286376953,0.5228927135467529,0.5928591401959125,0.17506182193756104,2.5095443725585938,0.015457247383892536
B0-fixed,1840,0.9543415951942009,1.1338064670562744,1.1338064670562744,2.056621245984078,1.5717097196513268,0.7642193343671676,False,1.3799958229064941,1.1615628004074097,1.3169874149939176,-0.13264426589012146,1.7767102718353271,0.01530899852514267
B0-fixed,1860,0.8430784315499686,1.1338064670562744,1.1338064670562744,1.9552243101554523,1.5681962198198307,0.802054378965424,False,1.5365747213363647,1.1425697803497314,1.2954530060235925,0.14866280555725098,2.1520001888275146,0.015230952762067318
B0-fixed,1880,0.46372692098302,1.1338064670562744,1.1338064670562744,1.9924126004235376,1.5564002418083371,0.7811636211683689,False,1.450236439704895,0.593146800994873,0.6725136788817281,-0.03384049981832504,1.5777995586395264,0.01316090114414692
B0-fixed,1900,0.4376961488916586,1.1338064670562744,1.1338064670562744,2.0387258589967128,1.5536492666806954,0.7620687498638337,False,1.5288904905319214,0.5902149081230164,0.6691894797829008,0.10498851537704468,1.732094645500183,0.014036959037184715
B0-fixed,1920,0.5622267847586158,1.1338064670562744,1.1338064670562744,2.036735354507612,1.5352568150645058,0.7537831616988157,False,1.3697247505187988,0.6792128682136536,0.7700959424884815,-0.08673012256622314,1.5120265483856201,0.017443066462874413
B0-fixed,1940,0.14665342139111678,1.1338064670562744,1.1338064670562744,2.2497035628408355,1.5855064440744127,0.7047623830369449,False,2.037753105163574,0.26357537508010864,0.29884346482261037,-0.03852583467960358,2.0481269359588623,0.013634526170790195
B0-fixed,1960,0.4425879537312517,1.1338064670562744,1.1338064670562744,2.279800309691011,1.6003956600109046,0.7019894037244919,False,1.734398603439331,0.6770325899124146,0.7676239288505542,0.2319461852312088,2.0530452728271484,0.020356707274913788
B0-fixed,1980,0.3715377600639377,1.1338064670562744,1.1338064670562744,2.335166439712399,1.58934078849071,0.6806113523481669,False,1.48984694480896,0.4882088899612427,0.553534396712422,0.06819373369216919,1.624352216720581,0.011604398488998413
B0-fixed,2000,1.4265123345845987,1.1338064670562744,1.1338064670562744,2.0077323827204787,1.561837156743232,0.7779110254858478,False,1.3143044710159302,1.6536080837249756,1.8748715393039106,0.0320209264755249,2.3238654136657715,0.014500326476991177
B1-ratio,20,0.6621220203207678,1.314079293010835,1.312139000526066,2.8322115477209575,1.462901419401169,0.5165226519107818,False,1.1234883069992065,0.566089391708374,0.7438863476370737,0.06591307371854782,1.387719750404358,0.015614018775522709
B1-ratio,40,0.4368185267430911,1.473487483189211,1.493896744773493,2.890344407140268,1.5053924077749254,0.5208349579572678,False,1.887811303138733,0.5596457123756409,0.8246309522060162,-0.007108048535883427,2.0546820163726807,0.014160757884383202
B1-ratio,60,0.6786127588041679,1.6607678490814726,1.6559993239916628,2.8459141947132855,1.4827186483740808,0.5209990698695183,False,1.2786548137664795,0.522476077079773,0.8677114707283002,0.22475488483905792,1.69900381565094,0.015603338368237019
B1-ratio,80,0.5429122036780083,1.818649558119079,1.845724167763367,2.8916279502836635,1.4911627488076689,0.5156827830016613,False,1.567159652709961,0.4678362011909485,0.850830100568027,0.05825495719909668,1.8262674808502197,0.01703072525560856
B1-ratio,100,0.23129288621752464,2.0127172086699687,2.251216797091733,3.3465001898987667,1.6850769981807472,0.5035341110295056,False,3.430305242538452,0.3941960632801056,0.7934052001538244,0.07860099524259567,3.5811073780059814,0.018788792192935944
B1-ratio,120,0.7863359302111397,2.4614227007617697,2.458850460453011,3.3239618280426155,1.6816135703086257,0.5059064024507403,False,1.6504427194595337,0.5272570252418518,1.2978024110664155,0.40303775668144226,2.4768576622009277,0.017877835780382156
B1-ratio,140,1.392820062990642,2.666915219746713,2.5633900524066933,3.1615846023050955,1.6269915633105696,0.5146126920419394,False,1.135393500328064,0.5929692983627319,1.5813988466460995,-0.04999309405684471,1.9001092910766602,0.01724153198301792
B1-ratio,160,1.197927084733146,2.7560289752553313,2.693497010277886,3.071310247455792,1.5891130208405966,0.517405567267906,False,1.2482061386108398,0.5425414443016052,1.4952599407721006,-0.02373703569173813,1.9248937368392944,0.0178249292075634
B1-ratio,180,0.941456223644123,2.8775598694158404,2.8859608382018997,3.0698886451177385,1.5813148474186463,0.5151049533778769,False,1.5111312866210938,0.49439942836761475,1.4226639545327797,0.3354048728942871,2.397836446762085,0.023929523304104805
B1-ratio,200,1.0671867545709433,3.0698886451177385,3.0517367057582345,3.0517367057582345,1.5614161183377924,0.5116483723486371,False,1.3823275566101074,0.48053914308547974,1.4752016588927224,0.07706329226493835,2.0979387760162354,0.02338259480893612
B1-ratio,220,1.0325656304196948,3.0517367057582345,3.042466007595151,3.042466007595151,1.5503363332099456,0.5095657040505028,False,1.4506182670593262,0.4908216893672943,1.4978585654244383,0.25991952419281006,2.3403828144073486,0.018690835684537888
B1-ratio,240,0.82366004990528,3.042466007595151,3.129646962928879,3.129646962928879,1.6570707310092514,0.5294752892698422,False,2.617680311203003,0.7086615562438965,2.156078695761534,-0.2078087031841278,3.0257582664489746,0.0212723221629858
B1-ratio,260,0.5735386897169831,3.129646962928879,3.302150193470911,3.302150193470911,1.6995513572262584,0.5146802106659628,False,2.0818769931793213,0.3815245032310486,1.1940370028200005,0.18252363801002502,2.582127571105957,0.01751445047557354
B1-ratio,280,1.4466157628124847,3.302150193470911,3.15740186485149,3.15740186485149,1.7045661926835947,0.5398635541642621,False,1.7496997117996216,0.7665136456489563,2.5311431832777944,-0.04273621365427971,3.0148966312408447,0.020432420074939728
B1-ratio,300,0.7516912774790853,3.15740186485149,3.236421448027875,3.236421448027875,1.7014055657896554,0.5257058121482951,False,1.6729599237442017,0.3982861340045929,1.257549382250592,-0.06326300650835037,2.028308391571045,0.019867420196533203
B1-ratio,320,2.9846337974894435,3.236421448027875,2.870989854746444,2.870989854746444,1.6362026103001674,0.5699088791954896,False,1.0493760108947754,0.9677364826202393,3.132003108391197,-0.03402229771018028,3.269096851348877,0.019419478252530098
B1-ratio,340,0.9737577171483853,2.870989854746444,2.879749514706352,2.879749514706352,1.6656525940592741,0.5784019011212927,False,1.9307024478912354,0.6548390984535217,1.8800364081513687,0.054736945778131485,2.767582893371582,0.018041400238871574
