id,relative,gain_db,original_rms,processed_rms,original_vad_speech_s,new_vad_speech_s,original_windows,new_windows
rec_496acd7c50aa487d,session6/Camera-2024-06-26-122334-122317,50.12803611964642,6.225470860954374e-05,0.01997901126742363,0,0.0,0,0
rec_4c27faf8b17645e6,session6/Camera-2024-07-04-112307-112347,43.46054508275024,0.00014370949065778404,0.021404873579740524,0,0.0,0,0
rec_4f4fd12526217374,session6/Camera-2024-07-16-160716-160749,46.696220963066324,6.677142664557323e-05,0.014434500597417355,0,0.0,0,0
rec_4fe6256fe9e9d126,session6/Camera-2024-06-26-151459-151413,47.192692637566964,1.5080720913829282e-05,0.0034518884494900703,0,0.448,0,0
rec_55853cfab71c7b88,session6/Camera-2024-10-22-161742-161747,30.101213999604273,6.263740942813456e-05,0.0020039852242916822,0,0.0,0,0
rec_5625aa9329bb94d5,session6/Camera-2024-07-24-095443-095420,30.75934005413248,0.0002540625282563269,0.008768144063651562,0,0.0,0,0
rec_56cb5a22e99bf056,session6/Camera-2024-10-22-123739-123750,51.801671065132446,5.1732851716224104e-05,0.020130285993218422,0,0.0,0,0
rec_59957c6ff8ca249c,session6/Camera-2024-07-10-142319-142203,32.09988092660482,0.00034445562050677836,0.013871625997126102,0,0.0,0,0
rec_5beccc8144ebd961,session6/Camera-2024-07-17-112836-112807,46.056836841565485,8.106676250463352e-05,0.016281133517622948,0,0.0,0,0
rec_5e0159ec01a03ba6,session0/Camera-2024-10-14-161029-160925,31.95501988418316,0.0008449966553598642,0.0334661640226841,0,0.0,0,0
rec_5e9327c2041e55fd,session6/Camera-2024-07-08-151240-151227,26.318514079858844,0.00015814338985364884,0.0032732319086790085,0,0.0,0,0
rec_619e5b9023bc7f4e,session6/Camera-2024-10-14-151541-151421,44.018349377841794,0.00022392217942979187,0.035564325749874115,0,0.0,0,0
rec_61aee589acaa49b0,session6/Camera-2024-07-24-114427-114339,26.82382289582183,0.0005446424474939704,0.011948203667998314,0,0.0,0,0
rec_68d8c5be83381407,session6/Camera-2024-07-09-100427-100257,37.15379586867307,0.00012662667722906917,0.00912462454289198,0,0.0,0,0
rec_699aa806192c20f6,session6/Camera-2024-07-29-150955-150932,25.22389026834123,0.00030710551072843373,0.005603793542832136,0,0.0,0,0
rec_6aadd62fd2d7a052,session6/Camera-2024-10-21-112420-112230,36.25676053668005,0.00014109206676948816,0.00916939415037632,0,0.0,0,0
rec_6fcecbd87c8f13b6,session6/Camera-2024-06-28-112322-112419,50.77862061618482,1.900399729493074e-05,0.0065731871873140335,0,0.0,0,0
rec_70661c6c998709db,session6/Camera-2024-10-14-143533-143358,30.973817361967942,0.00017836828192230314,0.006309696938842535,0,0.352,0,0
rec_75eaaeac4524bf97,session6/Camera-2024-07-19-143058-143036,28.05830974634499,0.00046760280383750796,0.011824768036603928,0,0.0,0,0
rec_770fc1dde3ffbf9c,session6/Camera-2024-07-04-120006-120008,30.94425673341994,0.00030769375734962523,0.0108475461602211,0,0.0,0,0
rec_7af4284d149dc38f,session6/Camera-2024-07-08-143054-143035,44.28839878591474,0.0001224521256517619,0.020062554627656937,0,0.0,0,0
rec_7cb91809789eb976,session6/Camera-2024-07-30-123234-123305,45.673170514118695,0.00010864446812774986,0.02087690308690071,0,0.0,0,0
rec_7dc832938f99e6cf,session6/Camera-2024-07-29-135410-135329,14.865653979542873,0.0003827546024695039,0.0021193521097302437,0,0.0,0,0
rec_7f1ff7721610c4af,session6/Camera-2024-06-26-160214-160213,60.0,1.947419877978973e-05,0.019474199041724205,0,0.0,0,0
rec_840d5dae716146b5,session6/Camera-2024-06-28-160651-160703,55.21559560851195,3.432451558182947e-05,0.019787190482020378,0,0.0,0,0
rec_84ffb040202d979b,session6/Camera-2024-07-16-143113-143143,45.89032906588286,5.789126589661464e-05,0.011405897326767445,0,0.0,0,0
rec_85ea7b8f9d136e41,session6/Camera-2024-07-10-134814-134720,36.955025417989475,0.00031932463753037155,0.022489702329039574,0,0.0,0,0
rec_8901d7e7238859ae,session6/Camera-2024-06-28-120152-120208,45.152901866820336,2.0067396690137684e-05,0.00363191869109869,0,0.0,0,0
rec_8f6dfca210a09ff5,session6/Camera-2024-07-29-160525-160426,24.830706396007074,0.00017988203035201877,0.0031370623037219048,0,0.0,0,0
rec_93404e138ae69eb5,session6/Camera-2024-07-24-110700-110644,34.6701139111787,0.00037718360545113683,0.020420130342245102,0,0.0,0,0
rec_95109e0a4d398e31,session6/Camera-2024-07-31-172208-172241,42.29551278600856,0.00017346319509670138,0.02259347401559353,0,0.0,0,0
rec_960a4541d1bfcedf,session6/Camera-2024-07-29-163415-163339,28.824992484049183,0.0003459107829257846,0.009554626420140266,0,0.0,0,0
rec_9e7718db7cefcdd8,session6/Camera-2024-07-11-161602-161527,57.19410169337959,3.234673204133287e-05,0.02341722697019577,0,0.0,0,0
rec_a6d26a3fa900cf4e,session6/Camera-2024-08-08-153226-153307,36.87677363072848,0.00019288915791548789,0.01346314325928688,0,0.0,0,0
rec_b51df2b425af2e66,session6/Camera-2024-07-09-134253-134210,45.152901866820336,0.00014612045197281986,0.026445763185620308,0,0.0,0,0
rec_b654487c2cc82c4a,session6/Camera-2024-07-31-110521-110601,12.170961539846623,0.0004493815067689866,0.0018245814135298133,0,0.0,0,0
rec_b91bcb248079f3f5,session6/Camera-2024-07-16-152105-152147,46.458236497072164,4.019907646579668e-05,0.008455277420580387,0,0.0,0,0
rec_b9f0f80deee36ff3,session6/Camera-2024-07-30-110806-110844,36.857320342332585,8.991704817162827e-05,0.006261928007006645,0,0.0,0,0
rec_ba50fb9cf2304c9d,session6/Camera-2024-07-22-143349-143428,34.77650409075093,0.0002697197487577796,0.014782163314521313,0,0.0,0,0
rec_bcb97717224c3215,session6/Camera-2024-10-15-111253-111325,39.38854146874002,0.00017426950216758996,0.016242332756519318,0,0.0,0,0
rec_bfcfef9ef0d672c5,session6/Camera-2024-10-23-143154-143223,42.36850388476924,9.77847957983613e-05,0.012843889184296131,0,0.0,0,0
rec_c13fef235bfd898d,session6/Camera-2024-07-08-120627-120613,17.94253065406253,0.0006290084565989673,0.00496344268321991,0,0.0,0,0
rec_c15402f027428275,session6/Camera-2024-07-30-154819-154923,38.76158183340493,0.00022225834254641086,0.019272461533546448,0,0.0,0,0
rec_c21030bbe9bf33a9,session6/Camera-2024-07-30-150921-151000,33.16234877056899,0.0004279128334019333,0.01947478950023651,0,0.512,0,0
rec_cf4b00dca4364f57,session6/Camera-2024-07-22-103025-103101,22.59875471529744,0.0001911525905597955,0.0025782077573239803,0,0.0,0,0
rec_d18d40a21d00badb,session6/Camera-2024-07-09-104540-104439,37.357221785737835,0.00016485390369780362,0.01216074824333191,0,0.0,0,0
rec_d1ab8ac8637625c6,session6/Camera-2024-07-25-155256-155217,14.298998269649383,0.0005352201405912638,0.0027764025144279003,0,0.0,0,0
rec_d373e7e71340b252,session6/Camera-2024-07-11-142837-142758,48.649513997899085,3.859798380290158e-05,0.010448171757161617,0,0.0,0,0
rec_d40a61f884d36585,session6/Camera-2024-07-30-114103-114135,44.85507075879343,7.976935739861801e-05,0.013950495049357414,0,0.0,0,0
rec_d82f0be07c58c797,session6/Camera-2024-07-26-110838-110914,46.169642188619335,0.00011825367255369201,0.02406006120145321,0,0.0,0,0
rec_dce579ac34ffe292,session6/Camera-2024-07-31-114456-114534,27.68540825162505,0.00028605046099983156,0.006929678376764059,0,0.0,0,0
rec_dfb13bf36870be1a,session6/Camera-2024-07-31-102814-102840,32.60892023861182,0.00019365150365047157,0.008269264362752438,0,0.0,0,0
rec_e187b1b09bcae885,session6/Camera-2024-10-23-155518-155524,37.113676214721096,0.00010870637925108895,0.007797203026711941,0,0.0,0,0
rec_e357583668cc56b1,session6/Camera-2024-10-22-153434-153503,33.591851033607476,7.992346218088642e-05,0.003821790451183915,0,0.0,0,0
rec_e767a72def5bbd34,session6/Camera-2024-10-23-151539-151613,41.013875423682336,0.00017248430231120437,0.019383998587727547,0,0.0,0,0
rec_e787fb5e5097e6f8,session6/Camera-2024-07-16-134902-134937,52.133656301521675,5.392380990087986e-05,0.021800346672534943,0,0.444,0,0
rec_e7f721bb1fd53270,session6/Camera-2024-07-22-155059-155140,44.52003623691104,9.393646905664355e-05,0.015806512907147408,0,0.0,0,0
rec_f351f9bb77920faa,session6/Camera-2024-07-22-135929-140003,41.80106038145496,0.00011467607691884041,0.014109963551163673,0,0.0,0,0
rec_f3aad2f5e54a116b,session6/Camera-2024-07-31-135431-135505,23.611462019746128,0.0004876870661973953,0.0073911892250180244,0,0.288,0,0
rec_f91b2ac334ab69d1,session6/Camera-2024-10-21-121606-121455,25.142807862618596,0.00020518350356724113,0.0037092219572514296,0,0.0,0,0
rec_fbc903ec3f89956d,session6/Camera-2024-07-17-104338-104241,39.31087278754454,0.00022154378530103713,0.020464597269892693,0,0.0,0,0
rec_ffd2432a5ce5a7fd,session6/Camera-2024-10-15-102854-102945,43.75644341603884,0.00015271799929905683,0.023534903302788734,0,0.0,0,0
rec_fff47c8a846f1186,session6/Camera-2024-06-26-093649-093642,33.34197475095478,0.0002020981046371162,0.009389900602400303,0,0.0,0,0
