path,split,directory_role,directory_session,filename_identifier,recording_id,interaction_id,speaker_id,listener_id,use
data/val/facial-attributes/listener/session0/Camera-2024-10-21-144916-144926.npy,val,listener,session0,Camera-2024-10-21-144916-144926,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-18-144417-144442.npy,val,listener,session0,Camera-2024-10-18-144417-144442,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-07-15-110902-110933.npy,val,listener,session0,Camera-2024-07-15-110902-110933,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-21-162915-162924.npy,val,listener,session0,Camera-2024-10-21-162915-162924,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-21-135251-135252.npy,val,listener,session0,Camera-2024-10-21-135251-135252,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-21-153924-153959.npy,val,listener,session0,Camera-2024-10-21-153924-153959,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session0/Camera-2024-10-17-151556-151626.npy,val,speaker,session0,Camera-2024-10-17-151556-151626,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session0/Camera-2024-10-17-151556-151626.npy,val,listener,session0,Camera-2024-10-17-151556-151626,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-18-140432-140500.npy,val,listener,session0,Camera-2024-10-18-140432-140500,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-07-15-115034-115115.npy,val,listener,session0,Camera-2024-07-15-115034-115115,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-07-15-123346-123414.npy,val,listener,session0,Camera-2024-07-15-123346-123414,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-17-143648-143743.npy,val,listener,session0,Camera-2024-10-17-143648-143743,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-18-144417-144442.npy,val,listener,session0,Camera-2024-10-18-144417-144442,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-21-135251-135252.npy,val,listener,session0,Camera-2024-10-21-135251-135252,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-21-162915-162924.npy,val,listener,session0,Camera-2024-10-21-162915-162924,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-18-162224-162332.npy,val,listener,session0,Camera-2024-10-18-162224-162332,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session0/Camera-2024-10-21-153924-153959.npy,val,listener,session0,Camera-2024-10-21-153924-153959,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session1/Camera-2024-10-17-151556-151626.npy,val,speaker,session1,Camera-2024-10-17-151556-151626,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session1/Camera-2024-10-17-151556-151626.npy,val,listener,session1,Camera-2024-10-17-151556-151626,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-18-140432-140500.npy,val,listener,session1,Camera-2024-10-18-140432-140500,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-135251-135252.npy,val,listener,session1,Camera-2024-10-21-135251-135252,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-18-162224-162332.npy,val,listener,session1,Camera-2024-10-18-162224-162332,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-162915-162924.npy,val,listener,session1,Camera-2024-10-21-162915-162924,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-17-161111-161220.npy,val,listener,session1,Camera-2024-10-17-161111-161220,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-17-143648-143743.npy,val,listener,session1,Camera-2024-10-17-143648-143743,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-144916-144926.npy,val,listener,session1,Camera-2024-10-21-144916-144926,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-153924-153959.npy,val,listener,session1,Camera-2024-10-21-153924-153959,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-18-144417-144442.npy,val,listener,session1,Camera-2024-10-18-144417-144442,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session1/Camera-2024-10-18-162224-162332.npy,val,speaker,session1,Camera-2024-10-18-162224-162332,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session1/Camera-2024-10-18-162224-162332.npy,val,listener,session1,Camera-2024-10-18-162224-162332,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-144916-144926.npy,val,listener,session1,Camera-2024-10-21-144916-144926,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-18-154049-154118.npy,val,listener,session1,Camera-2024-10-18-154049-154118,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-162915-162924.npy,val,listener,session1,Camera-2024-10-21-162915-162924,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-135251-135252.npy,val,listener,session1,Camera-2024-10-21-135251-135252,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-07-15-115034-115115.npy,val,listener,session1,Camera-2024-07-15-115034-115115,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-07-15-110902-110933.npy,val,listener,session1,Camera-2024-07-15-110902-110933,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-17-161111-161220.npy,val,listener,session1,Camera-2024-10-17-161111-161220,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-18-144417-144442.npy,val,listener,session1,Camera-2024-10-18-144417-144442,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-17-143648-143743.npy,val,listener,session1,Camera-2024-10-17-143648-143743,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session1/Camera-2024-07-15-110902-110933.npy,val,speaker,session1,Camera-2024-07-15-110902-110933,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session1/Camera-2024-07-15-110902-110933.npy,val,listener,session1,Camera-2024-07-15-110902-110933,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-18-144417-144442.npy,val,listener,session1,Camera-2024-10-18-144417-144442,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-07-15-123346-123414.npy,val,listener,session1,Camera-2024-07-15-123346-123414,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-17-143648-143743.npy,val,listener,session1,Camera-2024-10-17-143648-143743,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-162915-162924.npy,val,listener,session1,Camera-2024-10-21-162915-162924,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-153924-153959.npy,val,listener,session1,Camera-2024-10-21-153924-153959,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-18-162224-162332.npy,val,listener,session1,Camera-2024-10-18-162224-162332,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-18-154049-154118.npy,val,listener,session1,Camera-2024-10-18-154049-154118,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-17-161111-161220.npy,val,listener,session1,Camera-2024-10-17-161111-161220,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-144916-144926.npy,val,listener,session1,Camera-2024-10-21-144916-144926,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session1/Camera-2024-10-21-153924-153959.npy,val,speaker,session1,Camera-2024-10-21-153924-153959,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session1/Camera-2024-10-21-153924-153959.npy,val,listener,session1,Camera-2024-10-21-153924-153959,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-162915-162924.npy,val,listener,session1,Camera-2024-10-21-162915-162924,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-17-151556-151626.npy,val,listener,session1,Camera-2024-10-17-151556-151626,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-07-15-110902-110933.npy,val,listener,session1,Camera-2024-07-15-110902-110933,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-21-144916-144926.npy,val,listener,session1,Camera-2024-10-21-144916-144926,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-17-161111-161220.npy,val,listener,session1,Camera-2024-10-17-161111-161220,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-17-143648-143743.npy,val,listener,session1,Camera-2024-10-17-143648-143743,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-07-15-123346-123414.npy,val,listener,session1,Camera-2024-07-15-123346-123414,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-18-162224-162332.npy,val,listener,session1,Camera-2024-10-18-162224-162332,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session1/Camera-2024-10-18-140432-140500.npy,val,listener,session1,Camera-2024-10-18-140432-140500,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session10/Camera-2024-10-23-151539-151613.npy,val,speaker,session10,Camera-2024-10-23-151539-151613,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session10/Camera-2024-10-23-151539-151613.npy,val,listener,session10,Camera-2024-10-23-151539-151613,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-16-152105-152147.npy,val,listener,session10,Camera-2024-07-16-152105-152147,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-10-14-143533-143358.npy,val,listener,session10,Camera-2024-10-14-143533-143358,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-30-150921-151000.npy,val,listener,session10,Camera-2024-07-30-150921-151000,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-22-093331-093420.npy,val,listener,session10,Camera-2024-07-22-093331-093420,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-06-28-103912-104008.npy,val,listener,session10,Camera-2024-06-28-103912-104008,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-26-120608-120642.npy,val,listener,session10,Camera-2024-07-26-120608-120642,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-19-151039-150947.npy,val,listener,session10,Camera-2024-07-19-151039-150947,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-10-22-165256-165322.npy,val,listener,session10,Camera-2024-10-22-165256-165322,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-10-18-140432-140500.npy,val,listener,session10,Camera-2024-10-18-140432-140500,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session10/Camera-2024-07-11-134401-134311.npy,val,speaker,session10,Camera-2024-07-11-134401-134311,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session10/Camera-2024-07-11-134401-134311.npy,val,listener,session10,Camera-2024-07-11-134401-134311,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-04-103805-103835.npy,val,listener,session10,Camera-2024-07-04-103805-103835,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-06-21-103121-103102.npy,val,listener,session10,Camera-2024-06-21-103121-103102,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-22-111042-111140.npy,val,listener,session10,Camera-2024-07-22-111042-111140,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-24-103011-103000.npy,val,listener,session10,Camera-2024-07-24-103011-103000,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-22-132508-132549.npy,val,listener,session10,Camera-2024-07-22-132508-132549,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-22-155059-155140.npy,val,listener,session10,Camera-2024-07-22-155059-155140,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-24-110700-110644.npy,val,listener,session10,Camera-2024-07-24-110700-110644,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-15-115034-115115.npy,val,listener,session10,Camera-2024-07-15-115034-115115,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-06-28-160651-160703.npy,val,listener,session10,Camera-2024-06-28-160651-160703,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session10/Camera-2024-10-14-135007-134930.npy,val,speaker,session10,Camera-2024-10-14-135007-134930,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session10/Camera-2024-10-14-135007-134930.npy,val,listener,session10,Camera-2024-10-14-135007-134930,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-10-14-161029-160925.npy,val,listener,session10,Camera-2024-10-14-161029-160925,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-10-154722-154626.npy,val,listener,session10,Camera-2024-07-10-154722-154626,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-10-21-135251-135252.npy,val,listener,session10,Camera-2024-10-21-135251-135252,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-24-103011-103000.npy,val,listener,session10,Camera-2024-07-24-103011-103000,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-16-152105-152147.npy,val,listener,session10,Camera-2024-07-16-152105-152147,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-15-123346-123414.npy,val,listener,session10,Camera-2024-07-15-123346-123414,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-10-21-125749-125756.npy,val,listener,session10,Camera-2024-10-21-125749-125756,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-10-15-094459-094548.npy,val,listener,session10,Camera-2024-10-15-094459-094548,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-10-142319-142203.npy,val,listener,session10,Camera-2024-07-10-142319-142203,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session10/Camera-2024-07-11-142837-142758.npy,val,speaker,session10,Camera-2024-07-11-142837-142758,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session10/Camera-2024-07-11-142837-142758.npy,val,listener,session10,Camera-2024-07-11-142837-142758,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-31-102814-102840.npy,val,listener,session10,Camera-2024-07-31-102814-102840,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-10-21-135251-135252.npy,val,listener,session10,Camera-2024-10-21-135251-135252,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-09-104540-104439.npy,val,listener,session10,Camera-2024-07-09-104540-104439,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-15-123346-123414.npy,val,listener,session10,Camera-2024-07-15-123346-123414,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-31-135431-135505.npy,val,listener,session10,Camera-2024-07-31-135431-135505,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-10-154722-154626.npy,val,listener,session10,Camera-2024-07-10-154722-154626,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-10-15-102854-102945.npy,val,listener,session10,Camera-2024-10-15-102854-102945,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-07-29-160525-160426.npy,val,listener,session10,Camera-2024-07-29-160525-160426,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session10/Camera-2024-10-14-161029-160925.npy,val,listener,session10,Camera-2024-10-14-161029-160925,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session11/Camera-2024-07-15-110902-110933.npy,val,speaker,session11,Camera-2024-07-15-110902-110933,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session11/Camera-2024-07-15-110902-110933.npy,val,listener,session11,Camera-2024-07-15-110902-110933,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-07-15-123346-123414.npy,val,listener,session11,Camera-2024-07-15-123346-123414,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-21-153924-153959.npy,val,listener,session11,Camera-2024-10-21-153924-153959,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-21-144916-144926.npy,val,listener,session11,Camera-2024-10-21-144916-144926,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-18-154049-154118.npy,val,listener,session11,Camera-2024-10-18-154049-154118,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-21-162915-162924.npy,val,listener,session11,Camera-2024-10-21-162915-162924,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-17-151556-151626.npy,val,listener,session11,Camera-2024-10-17-151556-151626,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-18-144417-144442.npy,val,listener,session11,Camera-2024-10-18-144417-144442,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-07-15-115034-115115.npy,val,listener,session11,Camera-2024-07-15-115034-115115,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-18-162224-162332.npy,val,listener,session11,Camera-2024-10-18-162224-162332,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session11/Camera-2024-10-17-143648-143743.npy,val,speaker,session11,Camera-2024-10-17-143648-143743,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session11/Camera-2024-10-17-143648-143743.npy,val,listener,session11,Camera-2024-10-17-143648-143743,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-07-15-115034-115115.npy,val,listener,session11,Camera-2024-07-15-115034-115115,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-21-135251-135252.npy,val,listener,session11,Camera-2024-10-21-135251-135252,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-18-162224-162332.npy,val,listener,session11,Camera-2024-10-18-162224-162332,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-18-154049-154118.npy,val,listener,session11,Camera-2024-10-18-154049-154118,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-17-151556-151626.npy,val,listener,session11,Camera-2024-10-17-151556-151626,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-21-144916-144926.npy,val,listener,session11,Camera-2024-10-21-144916-144926,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-21-162915-162924.npy,val,listener,session11,Camera-2024-10-21-162915-162924,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-07-15-110902-110933.npy,val,listener,session11,Camera-2024-07-15-110902-110933,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-07-15-123346-123414.npy,val,listener,session11,Camera-2024-07-15-123346-123414,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/speaker/session11/Camera-2024-10-21-135251-135252.npy,val,speaker,session11,Camera-2024-10-21-135251-135252,unknown authoritative mapping,unknown,unknown,unknown,development source
data/val/facial-attributes/listener/session11/Camera-2024-10-21-135251-135252.npy,val,listener,session11,Camera-2024-10-21-135251-135252,unknown authoritative mapping,unknown,unknown,unknown,development target
data/val/facial-attributes/listener/session11/Camera-2024-10-18-144417-144442.npy,val,listener,session11,Camera-2024-10-18-144417-144442,unknown authoritative mapping,unknown,unknown,unknown,development target
