clip_id,split,session,audio_path,audio_exists,video_path,video_exists,transcript_path,transcript_exists,speaker_attributes_path,speaker_attributes_exists,audio_features_path,audio_features_exists,coefficients_path,coefficients_exists,listener_attributes_path,listener_attributes_exists,listener_video_path,listener_video_exists
speaker/session0/Camera-2024-07-04-112307-112347,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-04-112307-112347.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-04-112307-112347.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-04-112307-112347.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-04-112307-112347.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-04-112307-112347.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-04-112307-112347.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-04-112307-112347.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-04-112307-112347.mp4,True
speaker/session0/Camera-2024-07-04-120006-120008,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-04-120006-120008.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-04-120006-120008.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-04-120006-120008.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-04-120006-120008.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-04-120006-120008.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-04-120006-120008.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-04-120006-120008.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-04-120006-120008.mp4,True
speaker/session0/Camera-2024-07-08-120627-120613,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-08-120627-120613.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-08-120627-120613.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-08-120627-120613.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-08-120627-120613.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-08-120627-120613.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-08-120627-120613.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-08-120627-120613.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-08-120627-120613.mp4,True
speaker/session0/Camera-2024-07-08-143054-143035,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-08-143054-143035.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-08-143054-143035.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-08-143054-143035.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-08-143054-143035.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-08-143054-143035.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-08-143054-143035.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-08-143054-143035.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-08-143054-143035.mp4,True
speaker/session0/Camera-2024-07-08-151240-151227,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-08-151240-151227.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-08-151240-151227.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-08-151240-151227.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-08-151240-151227.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-08-151240-151227.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-08-151240-151227.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-08-151240-151227.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-08-151240-151227.mp4,True
speaker/session0/Camera-2024-07-09-100427-100257,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-09-100427-100257.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-09-100427-100257.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-09-100427-100257.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-09-100427-100257.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-09-100427-100257.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-09-100427-100257.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-09-100427-100257.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-09-100427-100257.mp4,True
speaker/session0/Camera-2024-07-09-104540-104439,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-09-104540-104439.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-09-104540-104439.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-09-104540-104439.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-09-104540-104439.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-09-104540-104439.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-09-104540-104439.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-09-104540-104439.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-09-104540-104439.mp4,True
speaker/session0/Camera-2024-07-09-111741-111806,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-09-111741-111806.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-09-111741-111806.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-09-111741-111806.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-09-111741-111806.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-09-111741-111806.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-09-111741-111806.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-09-111741-111806.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-09-111741-111806.mp4,True
speaker/session0/Camera-2024-07-09-134253-134210,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-09-134253-134210.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-09-134253-134210.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-09-134253-134210.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-09-134253-134210.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-09-134253-134210.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-09-134253-134210.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-09-134253-134210.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-09-134253-134210.mp4,True
speaker/session0/Camera-2024-07-09-142938-142853,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-09-142938-142853.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-09-142938-142853.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-09-142938-142853.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-09-142938-142853.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-09-142938-142853.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-09-142938-142853.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-09-142938-142853.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-09-142938-142853.mp4,True
speaker/session0/Camera-2024-07-09-151245-151110,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-09-151245-151110.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-09-151245-151110.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-09-151245-151110.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-09-151245-151110.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-09-151245-151110.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-09-151245-151110.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-09-151245-151110.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-09-151245-151110.mp4,True
speaker/session0/Camera-2024-07-10-134814-134720,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-10-134814-134720.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-10-134814-134720.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-10-134814-134720.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-10-134814-134720.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-10-134814-134720.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-10-134814-134720.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-10-134814-134720.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-10-134814-134720.mp4,True
speaker/session0/Camera-2024-07-10-142319-142203,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-10-142319-142203.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-10-142319-142203.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-10-142319-142203.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-10-142319-142203.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-10-142319-142203.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-10-142319-142203.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-10-142319-142203.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-10-142319-142203.mp4,True
speaker/session0/Camera-2024-07-10-150927-150804,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-10-150927-150804.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-10-150927-150804.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-10-150927-150804.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-10-150927-150804.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-10-150927-150804.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-10-150927-150804.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-10-150927-150804.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-10-150927-150804.mp4,True
speaker/session0/Camera-2024-07-10-154722-154626,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-10-154722-154626.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-10-154722-154626.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-10-154722-154626.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-10-154722-154626.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-10-154722-154626.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-10-154722-154626.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-10-154722-154626.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-10-154722-154626.mp4,True
speaker/session0/Camera-2024-07-11-094209-094215,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-11-094209-094215.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-11-094209-094215.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-11-094209-094215.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-11-094209-094215.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-11-094209-094215.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-11-094209-094215.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-11-094209-094215.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-11-094209-094215.mp4,True
speaker/session0/Camera-2024-07-11-103159-103100,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-11-103159-103100.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-11-103159-103100.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-11-103159-103100.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-11-103159-103100.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-11-103159-103100.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-11-103159-103100.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-11-103159-103100.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-11-103159-103100.mp4,True
speaker/session0/Camera-2024-07-11-111326-111141,train,session0,/home/zhengshiyi/react/data/train/audio/speaker/session0/Camera-2024-07-11-111326-111141.wav,True,/home/zhengshiyi/react/data/train/video-face-crop/speaker/session0/Camera-2024-07-11-111326-111141.mp4,True,/home/zhengshiyi/react/data/train/text/speaker/session0/Camera-2024-07-11-111326-111141.txt,True,/home/zhengshiyi/react/data/train/facial-attributes/speaker/session0/Camera-2024-07-11-111326-111141.npy,True,/home/zhengshiyi/react/data/train/audio-features/speaker/session0/Camera-2024-07-11-111326-111141.npy,True,/home/zhengshiyi/react/data/train/coefficients/speaker/session0/Camera-2024-07-11-111326-111141.npy,True,/home/zhengshiyi/react/data/train/facial-attributes/listener/session0/Camera-2024-07-11-111326-111141.npy,True,/home/zhengshiyi/react/data/train/video-face-crop/listener/session0/Camera-2024-07-11-111326-111141.mp4,True
